order_id,item_id,product_id,quantity,list_price,discount,gross_sales,discount_amount,net_sales,unit_net_price,order_line_key,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,order_status_label,is_completed,is_shipped,required_lead_days,shipping_days,is_late,order_year,order_month,order_month_name,order_month_start,order_date_key,required_date_key,shipped_date_key
7,2,3,1,999.99,0.1,999.99,99.99900000000001,899.991,899.991,7-2,324,4,2016-01-04,2016-01-07,2016-01-05,2,6,Completed,True,True,3,1.0,False,2016,1,Jan,2016-01-01,20160104,20160107,20160105.0
7,3,17,2,429.0,0.1,858.0,85.80000000000001,772.2,386.1,7-3,324,4,2016-01-04,2016-01-07,2016-01-05,2,6,Completed,True,True,3,1.0,False,2016,1,Jan,2016-01-01,20160104,20160107,20160105.0
8,1,22,1,269.99,0.05,269.99,13.499500000000001,256.4905,256.4905,8-1,1204,4,2016-01-04,2016-01-05,2016-01-05,2,7,Completed,True,True,1,1.0,False,2016,1,Jan,2016-01-01,20160104,20160105,20160105.0
8,2,20,2,599.99,0.07,1199.98,83.99860000000001,1115.9814000000001,557.9907,8-2,1204,4,2016-01-04,2016-01-05,2016-01-05,2,7,Completed,True,True,1,1.0,False,2016,1,Jan,2016-01-01,20160104,20160105,20160105.0
9,1,7,2,3999.99,0.1,7999.98,799.998,7199.982,3599.991,9-1,60,4,2016-01-05,2016-01-08,2016-01-08,1,2,Completed,True,True,3,3.0,False,2016,1,Jan,2016-01-01,20160105,20160108,20160108.0
10,1,14,1,269.99,0.1,269.99,26.999000000000002,242.991,242.991,10-1,442,4,2016-01-05,2016-01-06,2016-01-06,2,6,Completed,True,True,1,1.0,False,2016,1,Jan,2016-01-01,20160105,20160106,20160106.0
11,1,8,1,1799.99,0.05,1799.99,89.99950000000001,1709.9904999999999,1709.9904999999999,11-1,1326,4,2016-01-05,2016-01-08,2016-01-07,2,7,Completed,True,True,3,2.0,False,2016,1,Jan,2016-01-01,20160105,20160108,20160107.0
11,2,22,2,269.99,0.1,539.98,53.998000000000005,485.982,242.991,11-2,1326,4,2016-01-05,2016-01-08,2016-01-07,2,7,Completed,True,True,3,2.0,False,2016,1,Jan,2016-01-01,20160105,20160108,20160107.0
11,3,16,2,599.99,0.2,1199.98,239.996,959.984,479.992,11-3,1326,4,2016-01-05,2016-01-08,2016-01-07,2,7,Completed,True,True,3,2.0,False,2016,1,Jan,2016-01-01,20160105,20160108,20160107.0
12,1,4,2,2899.99,0.1,5799.98,579.9979999999999,5219.982,2609.991,12-1,91,4,2016-01-06,2016-01-08,2016-01-09,1,2,Completed,True,True,2,3.0,True,2016,1,Jan,2016-01-01,20160106,20160108,20160109.0
12,2,11,1,1680.99,0.05,1680.99,84.04950000000001,1596.9405,1596.9405,12-2,91,4,2016-01-06,2016-01-08,2016-01-09,1,2,Completed,True,True,2,3.0,True,2016,1,Jan,2016-01-01,20160106,20160108,20160109.0
13,1,13,1,269.99,0.1,269.99,26.999000000000002,242.991,242.991,13-1,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Completed,True,True,3,3.0,False,2016,1,Jan,2016-01-01,20160108,20160111,20160111.0
13,2,17,2,429.0,0.05,858.0,42.900000000000006,815.1,407.54999999999995,13-2,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Completed,True,True,3,3.0,False,2016,1,Jan,2016-01-01,20160108,20160111,20160111.0
13,3,20,2,599.99,0.1,1199.98,119.998,1079.982,539.991,13-3,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Completed,True,True,3,3.0,False,2016,1,Jan,2016-01-01,20160108,20160111,20160111.0
13,4,16,2,599.99,0.05,1199.98,59.999,1139.981,569.9905,13-4,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Completed,True,True,3,3.0,False,2016,1,Jan,2016-01-01,20160108,20160111,20160111.0
14,1,6,1,469.99,0.07,469.99,32.899300000000004,437.0907,437.09069999999997,14-1,258,4,2016-01-09,2016-01-11,2016-01-12,1,3,Completed,True,True,2,3.0,True,2016,1,Jan,2016-01-01,20160109,20160111,20160112.0
15,1,12,2,549.99,0.07,1099.98,76.99860000000001,1022.9814,511.49069999999995,15-1,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Completed,True,True,1,3.0,True,2016,1,Jan,2016-01-01,20160109,20160110,20160112.0
15,2,8,1,1799.99,0.07,1799.99,125.99930000000002,1673.9907,1673.9906999999998,15-2,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Completed,True,True,1,3.0,True,2016,1,Jan,2016-01-01,20160109,20160110,20160112.0
15,3,18,2,449.0,0.05,898.0,44.900000000000006,853.1,426.54999999999995,15-3,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Completed,True,True,1,3.0,True,2016,1,Jan,2016-01-01,20160109,20160110,20160112.0
15,4,23,2,299.99,0.2,599.98,119.99600000000001,479.98400000000004,239.99200000000002,15-4,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Completed,True,True,1,3.0,True,2016,1,Jan,2016-01-01,20160109,20160110,20160112.0
16,1,8,1,1799.99,0.2,1799.99,359.99800000000005,1439.992,1439.9920000000002,16-1,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Completed,True,True,3,3.0,False,2016,1,Jan,2016-01-01,20160112,20160115,20160115.0
16,2,21,1,269.99,0.05,269.99,13.499500000000001,256.4905,256.4905,16-2,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Completed,True,True,3,3.0,False,2016,1,Jan,2016-01-01,20160112,20160115,20160115.0
16,3,13,2,269.99,0.07,539.98,37.79860000000001,502.1814,251.0907,16-3,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Completed,True,True,3,3.0,False,2016,1,Jan,2016-01-01,20160112,20160115,20160115.0
16,4,14,1,269.99,0.07,269.99,18.899300000000004,251.0907,251.0907,16-4,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Completed,True,True,3,3.0,False,2016,1,Jan,2016-01-01,20160112,20160115,20160115.0
17,1,8,1,1799.99,0.07,1799.99,125.99930000000002,1673.9907,1673.9906999999998,17-1,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Completed,True,True,2,2.0,False,2016,1,Jan,2016-01-01,20160112,20160114,20160114.0
17,2,23,1,299.99,0.1,299.99,29.999000000000002,269.991,269.99100000000004,17-2,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Completed,True,True,2,2.0,False,2016,1,Jan,2016-01-01,20160112,20160114,20160114.0
17,3,5,1,1320.99,0.1,1320.99,132.09900000000002,1188.891,1188.891,17-3,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Completed,True,True,2,2.0,False,2016,1,Jan,2016-01-01,20160112,20160114,20160114.0
17,4,20,2,599.99,0.2,1199.98,239.996,959.984,479.992,17-4,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Completed,True,True,2,2.0,False,2016,1,Jan,2016-01-01,20160112,20160114,20160114.0
18,1,2,2,749.99,0.2,1499.98,299.99600000000004,1199.984,599.9920000000001,18-1,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Completed,True,True,3,1.0,False,2016,1,Jan,2016-01-01,20160114,20160117,20160115.0
18,2,22,1,269.99,0.05,269.99,13.499500000000001,256.4905,256.4905,18-2,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Completed,True,True,3,1.0,False,2016,1,Jan,2016-01-01,20160114,20160117,20160115.0
18,3,7,1,3999.99,0.1,3999.99,399.999,3599.991,3599.991,18-3,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Completed,True,True,3,1.0,False,2016,1,Jan,2016-01-01,20160114,20160117,20160115.0
18,4,25,2,499.99,0.05,999.98,49.999,949.981,474.9905,18-4,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Completed,True,True,3,1.0,False,2016,1,Jan,2016-01-01,20160114,20160117,20160115.0
18,5,9,2,2999.99,0.1,5999.98,599.9979999999999,5399.982,2699.991,18-5,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Completed,True,True,3,1.0,False,2016,1,Jan,2016-01-01,20160114,20160117,20160115.0
19,1,10,1,1549.0,0.07,1549.0,108.43,1440.57,1440.57,19-1,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,Completed,True,True,3,2.0,False,2016,1,Jan,2016-01-01,20160114,20160117,20160116.0
19,2,9,2,2999.99,0.2,5999.98,1199.9959999999999,4799.9839999999995,2399.9919999999997,19-2,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,Completed,True,True,3,2.0,False,2016,1,Jan,2016-01-01,20160114,20160117,20160116.0
20,1,9,1,2999.99,0.07,2999.99,209.9993,2789.9907,2789.9907,20-1,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,Completed,True,True,2,3.0,True,2016,1,Jan,2016-01-01,20160114,20160116,20160117.0
20,2,10,2,1549.0,0.07,3098.0,216.86,2881.14,1440.57,20-2,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,Completed,True,True,2,3.0,True,2016,1,Jan,2016-01-01,20160114,20160116,20160117.0
21,1,14,1,269.99,0.05,269.99,13.499500000000001,256.4905,256.4905,21-1,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,Completed,True,True,1,3.0,True,2016,1,Jan,2016-01-01,20160115,20160116,20160118.0
21,2,17,1,429.0,0.1,429.0,42.900000000000006,386.1,386.1,21-2,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,Completed,True,True,1,3.0,True,2016,1,Jan,2016-01-01,20160115,20160116,20160118.0
21,3,10,1,1549.0,0.07,1549.0,108.43,1440.57,1440.57,21-3,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,Completed,True,True,1,3.0,True,2016,1,Jan,2016-01-01,20160115,20160116,20160118.0
22,1,15,2,529.99,0.2,1059.98,211.996,847.984,423.992,22-1,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,Completed,True,True,2,1.0,False,2016,1,Jan,2016-01-01,20160116,20160118,20160117.0
22,2,22,1,269.99,0.05,269.99,13.499500000000001,256.4905,256.4905,22-2,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,Completed,True,True,2,1.0,False,2016,1,Jan,2016-01-01,20160116,20160118,20160117.0
23,1,4,2,2899.99,0.05,5799.98,289.99899999999997,5509.981,2754.9905,23-1,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,Completed,True,True,3,3.0,False,2016,1,Jan,2016-01-01,20160116,20160119,20160119.0
23,2,23,2,299.99,0.1,599.98,59.998000000000005,539.982,269.99100000000004,23-2,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,Completed,True,True,3,3.0,False,2016,1,Jan,2016-01-01,20160116,20160119,20160119.0
23,3,13,1,269.99,0.2,269.99,53.998000000000005,215.99200000000002,215.99200000000002,23-3,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,Completed,True,True,3,3.0,False,2016,1,Jan,2016-01-01,20160116,20160119,20160119.0
24,1,3,2,999.99,0.1,1999.98,199.99800000000002,1799.982,899.991,24-1,636,4,2016-01-18,2016-01-20,2016-01-19,2,7,Completed,True,True,2,1.0,False,2016,1,Jan,2016-01-01,20160118,20160120,20160119.0
24,2,18,2,449.0,0.07,898.0,62.86000000000001,835.14,417.57,24-2,636,4,2016-01-18,2016-01-20,2016-01-19,2,7,Completed,True,True,2,1.0,False,2016,1,Jan,2016-01-01,20160118,20160120,20160119.0
25,1,23,2,299.99,0.2,599.98,119.99600000000001,479.98400000000004,239.99200000000002,25-1,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,Completed,True,True,3,3.0,False,2016,1,Jan,2016-01-01,20160118,20160121,20160121.0
25,2,10,2,1549.0,0.2,3098.0,619.6,2478.4,1239.2,25-2,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,Completed,True,True,3,3.0,False,2016,1,Jan,2016-01-01,20160118,20160121,20160121.0
25,3,22,1,269.99,0.2,269.99,53.998000000000005,215.99200000000002,215.99200000000002,25-3,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,Completed,True,True,3,3.0,False,2016,1,Jan,2016-01-01,20160118,20160121,20160121.0
25,4,14,1,269.99,0.2,269.99,53.998000000000005,215.99200000000002,215.99200000000002,25-4,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,Completed,True,True,3,3.0,False,2016,1,Jan,2016-01-01,20160118,20160121,20160121.0
25,5,21,1,269.99,0.1,269.99,26.999000000000002,242.991,242.991,25-5,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,Completed,True,True,3,3.0,False,2016,1,Jan,2016-01-01,20160118,20160121,20160121.0
26,1,7,1,3999.99,0.05,3999.99,199.9995,3799.9905,3799.9904999999994,26-1,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,Completed,True,True,3,1.0,False,2016,1,Jan,2016-01-01,20160118,20160121,20160119.0
26,2,2,1,749.99,0.2,749.99,149.99800000000002,599.992,599.9920000000001,26-2,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,Completed,True,True,3,1.0,False,2016,1,Jan,2016-01-01,20160118,20160121,20160119.0
26,3,12,1,549.99,0.2,549.99,109.998,439.992,439.992,26-3,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,Completed,True,True,3,1.0,False,2016,1,Jan,2016-01-01,20160118,20160121,20160119.0
26,4,21,2,269.99,0.07,539.98,37.79860000000001,502.1814,251.0907,26-4,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,Completed,True,True,3,1.0,False,2016,1,Jan,2016-01-01,20160118,20160121,20160119.0
27,1,5,1,1320.99,0.2,1320.99,264.19800000000004,1056.792,1056.7920000000001,27-1,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,Completed,True,True,2,1.0,False,2016,1,Jan,2016-01-01,20160119,20160121,20160120.0
27,2,19,1,449.0,0.2,449.0,89.80000000000001,359.2,359.20000000000005,27-2,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,Completed,True,True,2,1.0,False,2016,1,Jan,2016-01-01,20160119,20160121,20160120.0
27,3,26,2,599.99,0.07,1199.98,83.99860000000001,1115.9814000000001,557.9907,27-3,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,Completed,True,True,2,1.0,False,2016,1,Jan,2016-01-01,20160119,20160121,20160120.0
27,4,8,1,1799.99,0.07,1799.99,125.99930000000002,1673.9907,1673.9906999999998,27-4,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,Completed,True,True,2,1.0,False,2016,1,Jan,2016-01-01,20160119,20160121,20160120.0
28,1,5,1,1320.99,0.05,1320.99,66.04950000000001,1254.9405,1254.9405,28-1,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,Completed,True,True,1,2.0,True,2016,1,Jan,2016-01-01,20160119,20160120,20160121.0
28,2,7,2,3999.99,0.2,7999.98,1599.996,6399.9839999999995,3199.992,28-2,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,Completed,True,True,1,2.0,True,2016,1,Jan,2016-01-01,20160119,20160120,20160121.0
28,3,14,2,269.99,0.1,539.98,53.998000000000005,485.982,242.991,28-3,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,Completed,True,True,1,2.0,True,2016,1,Jan,2016-01-01,20160119,20160120,20160121.0
28,4,6,1,469.99,0.05,469.99,23.4995,446.4905,446.4905,28-4,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,Completed,True,True,1,2.0,True,2016,1,Jan,2016-01-01,20160119,20160120,20160121.0
29,1,24,2,549.99,0.05,1099.98,54.999,1044.981,522.4905,29-1,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,Completed,True,True,2,1.0,False,2016,1,Jan,2016-01-01,20160120,20160122,20160121.0
29,2,6,1,469.99,0.2,469.99,93.998,375.992,375.992,29-2,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,Completed,True,True,2,1.0,False,2016,1,Jan,2016-01-01,20160120,20160122,20160121.0
29,3,21,2,269.99,0.1,539.98,53.998000000000005,485.982,242.991,29-3,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,Completed,True,True,2,1.0,False,2016,1,Jan,2016-01-01,20160120,20160122,20160121.0
29,4,8,1,1799.99,0.2,1799.99,359.99800000000005,1439.992,1439.9920000000002,29-4,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,Completed,True,True,2,1.0,False,2016,1,Jan,2016-01-01,20160120,20160122,20160121.0
29,5,14,2,269.99,0.05,539.98,26.999000000000002,512.981,256.4905,29-5,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,Completed,True,True,2,1.0,False,2016,1,Jan,2016-01-01,20160120,20160122,20160121.0
30,1,26,1,599.99,0.05,599.99,29.9995,569.9905,569.9905,30-1,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,Completed,True,True,1,1.0,False,2016,1,Jan,2016-01-01,20160120,20160121,20160121.0
30,2,17,1,429.0,0.07,429.0,30.03,398.97,398.96999999999997,30-2,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,Completed,True,True,1,1.0,False,2016,1,Jan,2016-01-01,20160120,20160121,20160121.0
30,3,19,1,449.0,0.1,449.0,44.900000000000006,404.1,404.1,30-3,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,Completed,True,True,1,1.0,False,2016,1,Jan,2016-01-01,20160120,20160121,20160121.0
30,4,4,1,2899.99,0.1,2899.99,289.99899999999997,2609.991,2609.991,30-4,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,Completed,True,True,1,1.0,False,2016,1,Jan,2016-01-01,20160120,20160121,20160121.0
30,5,7,2,3999.99,0.1,7999.98,799.998,7199.982,3599.991,30-5,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,Completed,True,True,1,1.0,False,2016,1,Jan,2016-01-01,20160120,20160121,20160121.0
31,1,11,2,1680.99,0.05,3361.98,168.09900000000002,3193.881,1596.9405,31-1,1238,4,2016-01-20,2016-01-22,2016-01-22,3,8,Completed,True,True,2,2.0,False,2016,1,Jan,2016-01-01,20160120,20160122,20160122.0
31,2,9,2,2999.99,0.2,5999.98,1199.9959999999999,4799.9839999999995,2399.9919999999997,31-2,1238,4,2016-01-20,2016-01-22,2016-01-22,3,8,Completed,True,True,2,2.0,False,2016,1,Jan,2016-01-01,20160120,20160122,20160122.0
32,1,8,2,1799.99,0.07,3599.98,251.99860000000004,3347.9814,1673.9906999999998,32-1,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,Completed,True,True,3,1.0,False,2016,1,Jan,2016-01-01,20160121,20160124,20160122.0
32,2,12,2,549.99,0.07,1099.98,76.99860000000001,1022.9814,511.49069999999995,32-2,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,Completed,True,True,3,1.0,False,2016,1,Jan,2016-01-01,20160121,20160124,20160122.0
32,3,25,2,499.99,0.1,999.98,99.998,899.982,449.99100000000004,32-3,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,Completed,True,True,3,1.0,False,2016,1,Jan,2016-01-01,20160121,20160124,20160122.0
33,1,23,2,299.99,0.07,599.98,41.9986,557.9814,278.9907,33-1,236,4,2016-01-21,2016-01-22,2016-01-22,2,6,Completed,True,True,1,1.0,False,2016,1,Jan,2016-01-01,20160121,20160122,20160122.0
33,2,7,1,3999.99,0.1,3999.99,399.999,3599.991,3599.991,33-2,236,4,2016-01-21,2016-01-22,2016-01-22,2,6,Completed,True,True,1,1.0,False,2016,1,Jan,2016-01-01,20160121,20160122,20160122.0
34,1,8,2,1799.99,0.07,3599.98,251.99860000000004,3347.9814,1673.9906999999998,34-1,80,4,2016-01-22,2016-01-25,2016-01-23,2,6,Completed,True,True,3,1.0,False,2016,1,Jan,2016-01-01,20160122,20160125,20160123.0
34,2,10,2,1549.0,0.1,3098.0,309.8,2788.2,1394.1000000000001,34-2,80,4,2016-01-22,2016-01-25,2016-01-23,2,6,Completed,True,True,3,1.0,False,2016,1,Jan,2016-01-01,20160122,20160125,20160123.0
34,3,17,2,429.0,0.2,858.0,171.60000000000002,686.4,343.20000000000005,34-3,80,4,2016-01-22,2016-01-25,2016-01-23,2,6,Completed,True,True,3,1.0,False,2016,1,Jan,2016-01-01,20160122,20160125,20160123.0
35,1,18,1,449.0,0.05,449.0,22.450000000000003,426.55,426.54999999999995,35-1,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,Completed,True,True,3,2.0,False,2016,1,Jan,2016-01-01,20160122,20160125,20160124.0
35,2,20,2,599.99,0.05,1199.98,59.999,1139.981,569.9905,35-2,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,Completed,True,True,3,2.0,False,2016,1,Jan,2016-01-01,20160122,20160125,20160124.0
35,3,5,1,1320.99,0.2,1320.99,264.19800000000004,1056.792,1056.7920000000001,35-3,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,Completed,True,True,3,2.0,False,2016,1,Jan,2016-01-01,20160122,20160125,20160124.0
35,4,21,2,269.99,0.07,539.98,37.79860000000001,502.1814,251.0907,35-4,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,Completed,True,True,3,2.0,False,2016,1,Jan,2016-01-01,20160122,20160125,20160124.0
35,5,22,1,269.99,0.07,269.99,18.899300000000004,251.0907,251.0907,35-5,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,Completed,True,True,3,2.0,False,2016,1,Jan,2016-01-01,20160122,20160125,20160124.0
36,1,9,1,2999.99,0.07,2999.99,209.9993,2789.9907,2789.9907,36-1,1321,4,2016-01-23,2016-01-24,2016-01-24,2,6,Completed,True,True,1,1.0,False,2016,1,Jan,2016-01-01,20160123,20160124,20160124.0
36,2,5,1,1320.99,0.05,1320.99,66.04950000000001,1254.9405,1254.9405,36-2,1321,4,2016-01-23,2016-01-24,2016-01-24,2,6,Completed,True,True,1,1.0,False,2016,1,Jan,2016-01-01,20160123,20160124,20160124.0
36,3,3,2,999.99,0.2,1999.98,399.99600000000004,1599.984,799.9920000000001,36-3,1321,4,2016-01-23,2016-01-24,2016-01-24,2,6,Completed,True,True,1,1.0,False,2016,1,Jan,2016-01-01,20160123,20160124,20160124.0
37,1,16,2,599.99,0.05,1199.98,59.999,1139.981,569.9905,37-1,164,4,2016-01-25,2016-01-28,2016-01-26,2,6,Completed,True,True,3,1.0,False,2016,1,Jan,2016-01-01,20160125,20160128,20160126.0
38,1,7,2,3999.99,0.05,7999.98,399.999,7599.981,3799.9904999999994,38-1,583,4,2016-01-25,2016-01-27,2016-01-26,2,7,Completed,True,True,2,1.0,False,2016,1,Jan,2016-01-01,20160125,20160127,20160126.0
38,2,23,1,299.99,0.07,299.99,20.9993,278.9907,278.9907,38-2,583,4,2016-01-25,2016-01-27,2016-01-26,2,7,Completed,True,True,2,1.0,False,2016,1,Jan,2016-01-01,20160125,20160127,20160126.0
38,3,25,1,499.99,0.2,499.99,99.998,399.992,399.992,38-3,583,4,2016-01-25,2016-01-27,2016-01-26,2,7,Completed,True,True,2,1.0,False,2016,1,Jan,2016-01-01,20160125,20160127,20160126.0
