order_id,item_id,product_id,quantity,list_price,discount,gross_sales,discount_amount,net_sales,unit_net_price,order_line_key
15,3,18,2,449.0,0.05,898.0,44.900000000000006,853.1,426.54999999999995,15-3
15,4,23,2,299.99,0.2,599.98,119.99600000000001,479.98400000000004,239.99200000000002,15-4
16,1,8,1,1799.99,0.2,1799.99,359.99800000000005,1439.992,1439.9920000000002,16-1
16,2,21,1,269.99,0.05,269.99,13.499500000000001,256.4905,256.4905,16-2
16,3,13,2,269.99,0.07,539.98,37.79860000000001,502.1814,251.0907,16-3
16,4,14,1,269.99,0.07,269.99,18.899300000000004,251.0907,251.0907,16-4
17,1,8,1,1799.99,0.07,1799.99,125.99930000000002,1673.9907,1673.9906999999998,17-1
17,2,23,1,299.99,0.1,299.99,29.999000000000002,269.991,269.99100000000004,17-2
17,3,5,1,1320.99,0.1,1320.99,132.09900000000002,1188.891,1188.891,17-3
17,4,20,2,599.99,0.2,1199.98,239.996,959.984,479.992,17-4
18,1,2,2,749.99,0.2,1499.98,299.99600000000004,1199.984,599.9920000000001,18-1
18,2,22,1,269.99,0.05,269.99,13.499500000000001,256.4905,256.4905,18-2
18,3,7,1,3999.99,0.1,3999.99,399.999,3599.991,3599.991,18-3
18,4,25,2,499.99,0.05,999.98,49.999,949.981,474.9905,18-4
18,5,9,2,2999.99,0.1,5999.98,599.9979999999999,5399.982,2699.991,18-5
19,1,10,1,1549.0,0.07,1549.0,108.43,1440.57,1440.57,19-1
19,2,9,2,2999.99,0.2,5999.98,1199.9959999999999,4799.9839999999995,2399.9919999999997,19-2
20,1,9,1,2999.99,0.07,2999.99,209.9993,2789.9907,2789.9907,20-1
20,2,10,2,1549.0,0.07,3098.0,216.86,2881.14,1440.57,20-2
21,1,14,1,269.99,0.05,269.99,13.499500000000001,256.4905,256.4905,21-1
21,2,17,1,429.0,0.1,429.0,42.900000000000006,386.1,386.1,21-2
21,3,10,1,1549.0,0.07,1549.0,108.43,1440.57,1440.57,21-3
22,1,15,2,529.99,0.2,1059.98,211.996,847.984,423.992,22-1
22,2,22,1,269.99,0.05,269.99,13.499500000000001,256.4905,256.4905,22-2
23,1,4,2,2899.99,0.05,5799.98,289.99899999999997,5509.981,2754.9905,23-1
23,2,23,2,299.99,0.1,599.98,59.998000000000005,539.982,269.99100000000004,23-2
23,3,13,1,269.99,0.2,269.99,53.998000000000005,215.99200000000002,215.99200000000002,23-3
24,1,3,2,999.99,0.1,1999.98,199.99800000000002,1799.982,899.991,24-1
24,2,18,2,449.0,0.07,898.0,62.86000000000001,835.14,417.57,24-2
25,1,23,2,299.99,0.2,599.98,119.99600000000001,479.98400000000004,239.99200000000002,25-1
25,2,10,2,1549.0,0.2,3098.0,619.6,2478.4,1239.2,25-2
25,3,22,1,269.99,0.2,269.99,53.998000000000005,215.99200000000002,215.99200000000002,25-3
25,4,14,1,269.99,0.2,269.99,53.998000000000005,215.99200000000002,215.99200000000002,25-4
25,5,21,1,269.99,0.1,269.99,26.999000000000002,242.991,242.991,25-5
26,1,7,1,3999.99,0.05,3999.99,199.9995,3799.9905,3799.9904999999994,26-1
26,2,2,1,749.99,0.2,749.99,149.99800000000002,599.992,599.9920000000001,26-2
26,3,12,1,549.99,0.2,549.99,109.998,439.992,439.992,26-3
26,4,21,2,269.99,0.07,539.98,37.79860000000001,502.1814,251.0907,26-4
27,1,5,1,1320.99,0.2,1320.99,264.19800000000004,1056.792,1056.7920000000001,27-1
27,2,19,1,449.0,0.2,449.0,89.80000000000001,359.2,359.20000000000005,27-2
27,3,26,2,599.99,0.07,1199.98,83.99860000000001,1115.9814000000001,557.9907,27-3
27,4,8,1,1799.99,0.07,1799.99,125.99930000000002,1673.9907,1673.9906999999998,27-4
28,1,5,1,1320.99,0.05,1320.99,66.04950000000001,1254.9405,1254.9405,28-1
28,2,7,2,3999.99,0.2,7999.98,1599.996,6399.9839999999995,3199.992,28-2
28,3,14,2,269.99,0.1,539.98,53.998000000000005,485.982,242.991,28-3
28,4,6,1,469.99,0.05,469.99,23.4995,446.4905,446.4905,28-4
29,1,24,2,549.99,0.05,1099.98,54.999,1044.981,522.4905,29-1
29,2,6,1,469.99,0.2,469.99,93.998,375.992,375.992,29-2
29,3,21,2,269.99,0.1,539.98,53.998000000000005,485.982,242.991,29-3
29,4,8,1,1799.99,0.2,1799.99,359.99800000000005,1439.992,1439.9920000000002,29-4
29,5,14,2,269.99,0.05,539.98,26.999000000000002,512.981,256.4905,29-5
30,1,26,1,599.99,0.05,599.99,29.9995,569.9905,569.9905,30-1
30,2,17,1,429.0,0.07,429.0,30.03,398.97,398.96999999999997,30-2
30,3,19,1,449.0,0.1,449.0,44.900000000000006,404.1,404.1,30-3
30,4,4,1,2899.99,0.1,2899.99,289.99899999999997,2609.991,2609.991,30-4
30,5,7,2,3999.99,0.1,7999.98,799.998,7199.982,3599.991,30-5
31,1,11,2,1680.99,0.05,3361.98,168.09900000000002,3193.881,1596.9405,31-1
31,2,9,2,2999.99,0.2,5999.98,1199.9959999999999,4799.9839999999995,2399.9919999999997,31-2
32,1,8,2,1799.99,0.07,3599.98,251.99860000000004,3347.9814,1673.9906999999998,32-1
32,2,12,2,549.99,0.07,1099.98,76.99860000000001,1022.9814,511.49069999999995,32-2
32,3,25,2,499.99,0.1,999.98,99.998,899.982,449.99100000000004,32-3
33,1,23,2,299.99,0.07,599.98,41.9986,557.9814,278.9907,33-1
33,2,7,1,3999.99,0.1,3999.99,399.999,3599.991,3599.991,33-2
34,1,8,2,1799.99,0.07,3599.98,251.99860000000004,3347.9814,1673.9906999999998,34-1
34,2,10,2,1549.0,0.1,3098.0,309.8,2788.2,1394.1000000000001,34-2
34,3,17,2,429.0,0.2,858.0,171.60000000000002,686.4,343.20000000000005,34-3
35,1,18,1,449.0,0.05,449.0,22.450000000000003,426.55,426.54999999999995,35-1
35,2,20,2,599.99,0.05,1199.98,59.999,1139.981,569.9905,35-2
35,3,5,1,1320.99,0.2,1320.99,264.19800000000004,1056.792,1056.7920000000001,35-3
35,4,21,2,269.99,0.07,539.98,37.79860000000001,502.1814,251.0907,35-4
35,5,22,1,269.99,0.07,269.99,18.899300000000004,251.0907,251.0907,35-5
36,1,9,1,2999.99,0.07,2999.99,209.9993,2789.9907,2789.9907,36-1
36,2,5,1,1320.99,0.05,1320.99,66.04950000000001,1254.9405,1254.9405,36-2
36,3,3,2,999.99,0.2,1999.98,399.99600000000004,1599.984,799.9920000000001,36-3
37,1,16,2,599.99,0.05,1199.98,59.999,1139.981,569.9905,37-1
38,1,7,2,3999.99,0.05,7999.98,399.999,7599.981,3799.9904999999994,38-1
38,2,23,1,299.99,0.07,299.99,20.9993,278.9907,278.9907,38-2
38,3,25,1,499.99,0.2,499.99,99.998,399.992,399.992,38-3
38,4,10,2,1549.0,0.1,3098.0,309.8,2788.2,1394.1000000000001,38-4
38,5,24,1,549.99,0.07,549.99,38.499300000000005,511.4907,511.49069999999995,38-5
39,1,22,2,269.99,0.2,539.98,107.99600000000001,431.98400000000004,215.99200000000002,39-1
39,2,16,2,599.99,0.2,1199.98,239.996,959.984,479.992,39-2
39,3,3,2,999.99,0.05,1999.98,99.99900000000001,1899.981,949.9905,39-3
39,4,15,1,529.99,0.1,529.99,52.999,476.991,476.99100000000004,39-4
40,1,17,1,429.0,0.2,429.0,85.80000000000001,343.2,343.20000000000005,40-1
40,2,8,2,1799.99,0.2,3599.98,719.9960000000001,2879.984,1439.9920000000002,40-2
41,1,5,1,1320.99,0.1,1320.99,132.09900000000002,1188.891,1188.891,41-1
41,2,19,2,449.0,0.2,898.0,179.60000000000002,718.4,359.20000000000005,41-2
41,3,26,2,599.99,0.2,1199.98,239.996,959.984,479.992,41-3
42,1,19,1,449.0,0.05,449.0,22.450000000000003,426.55,426.54999999999995,42-1
43,1,13,2,269.99,0.1,539.98,53.998000000000005,485.982,242.991,43-1
43,2,12,2,549.99,0.05,1099.98,54.999,1044.981,522.4905,43-2
44,1,7,1,3999.99,0.1,3999.99,399.999,3599.991,3599.991,44-1
44,2,16,1,599.99,0.05,599.99,29.9995,569.9905,569.9905,44-2
45,1,4,2,2899.99,0.2,5799.98,1159.9959999999999,4639.9839999999995,2319.9919999999997,45-1
45,2,22,1,269.99,0.07,269.99,18.899300000000004,251.0907,251.0907,45-2
45,3,21,2,269.99,0.05,539.98,26.999000000000002,512.981,256.4905,45-3
46,1,17,1,429.0,0.1,429.0,42.900000000000006,386.1,386.1,46-1
47,1,6,1,469.99,0.05,469.99,23.4995,446.4905,446.4905,47-1
47,2,15,1,529.99,0.1,529.99,52.999,476.991,476.99100000000004,47-2
47,3,25,2,499.99,0.07,999.98,69.99860000000001,929.9814,464.9907,47-3
47,4,13,1,269.99,0.2,269.99,53.998000000000005,215.99200000000002,215.99200000000002,47-4
48,1,11,1,1680.99,0.1,1680.99,168.09900000000002,1512.891,1512.891,48-1
48,2,4,1,2899.99,0.2,2899.99,579.9979999999999,2319.9919999999997,2319.9919999999997,48-2
48,3,5,2,1320.99,0.1,2641.98,264.19800000000004,2377.782,1188.891,48-3
48,4,14,2,269.99,0.07,539.98,37.79860000000001,502.1814,251.0907,48-4
49,1,13,2,269.99,0.07,539.98,37.79860000000001,502.1814,251.0907,49-1
50,1,3,1,999.99,0.05,999.99,49.999500000000005,949.9905,949.9905,50-1
50,2,26,2,599.99,0.07,1199.98,83.99860000000001,1115.9814000000001,557.9907,50-2
50,3,13,2,269.99,0.2,539.98,107.99600000000001,431.98400000000004,215.99200000000002,50-3
51,1,13,1,269.99,0.05,269.99,13.499500000000001,256.4905,256.4905,51-1
51,2,20,1,599.99,0.05,599.99,29.9995,569.9905,569.9905,51-2
51,3,26,2,599.99,0.2,1199.98,239.996,959.984,479.992,51-3
52,1,25,1,499.99,0.07,499.99,34.999300000000005,464.9907,464.9907,52-1
53,1,8,2,1799.99,0.2,3599.98,719.9960000000001,2879.984,1439.9920000000002,53-1
53,2,23,2,299.99,0.05,599.98,29.999000000000002,569.981,284.9905,53-2
53,3,14,2,269.99,0.2,539.98,107.99600000000001,431.98400000000004,215.99200000000002,53-3
53,4,25,2,499.99,0.1,999.98,99.998,899.982,449.99100000000004,53-4
54,1,26,2,599.99,0.2,1199.98,239.996,959.984,479.992,54-1
54,2,3,1,999.99,0.2,999.99,199.99800000000002,799.992,799.9920000000001,54-2
55,1,21,1,269.99,0.05,269.99,13.499500000000001,256.4905,256.4905,55-1
55,2,25,2,499.99,0.2,999.98,199.996,799.984,399.992,55-2
55,3,15,2,529.99,0.2,1059.98,211.996,847.984,423.992,55-3
56,1,20,2,599.99,0.07,1199.98,83.99860000000001,1115.9814000000001,557.9907,56-1
57,1,23,2,299.99,0.1,599.98,59.998000000000005,539.982,269.99100000000004,57-1
57,2,19,2,449.0,0.2,898.0,179.60000000000002,718.4,359.20000000000005,57-2
57,3,13,1,269.99,0.07,269.99,18.899300000000004,251.0907,251.0907,57-3
58,1,14,2,269.99,0.05,539.98,26.999000000000002,512.981,256.4905,58-1
58,2,18,1,449.0,0.07,449.0,31.430000000000003,417.57,417.57,58-2
58,3,23,1,299.99,0.1,299.99,29.999000000000002,269.991,269.99100000000004,58-3
59,1,21,1,269.99,0.05,269.99,13.499500000000001,256.4905,256.4905,59-1
59,2,2,1,749.99,0.1,749.99,74.99900000000001,674.991,674.991,59-2
59,3,17,2,429.0,0.1,858.0,85.80000000000001,772.2,386.1,59-3
60,1,14,2,269.99,0.05,539.98,26.999000000000002,512.981,256.4905,60-1
60,2,4,1,2899.99,0.1,2899.99,289.99899999999997,2609.991,2609.991,60-2
60,3,15,1,529.99,0.07,529.99,37.09930000000001,492.8907,492.8907,60-3
60,4,22,1,269.99,0.2,269.99,53.998000000000005,215.99200000000002,215.99200000000002,60-4
61,1,25,1,499.99,0.1,499.99,49.999,449.991,449.99100000000004,61-1
61,2,15,2,529.99,0.05,1059.98,52.999,1006.981,503.4905,61-2
61,3,5,2,1320.99,0.2,2641.98,528.3960000000001,2113.584,1056.7920000000001,61-3
62,1,14,1,269.99,0.07,269.99,18.899300000000004,251.0907,251.0907,62-1
62,2,8,2,1799.99,0.1,3599.98,359.99800000000005,3239.982,1619.991,62-2
62,3,22,2,269.99,0.1,539.98,53.998000000000005,485.982,242.991,62-3
63,1,25,2,499.99,0.1,999.98,99.998,899.982,449.99100000000004,63-1
63,2,19,2,449.0,0.05,898.0,44.900000000000006,853.1,426.54999999999995,63-2
63,3,3,1,999.99,0.1,999.99,99.99900000000001,899.991,899.991,63-3
64,1,25,2,499.99,0.1,999.98,99.998,899.982,449.99100000000004,64-1
64,2,22,2,269.99,0.2,539.98,107.99600000000001,431.98400000000004,215.99200000000002,64-2
64,3,23,2,299.99,0.2,599.98,119.99600000000001,479.98400000000004,239.99200000000002,64-3
64,4,24,2,549.99,0.1,1099.98,109.998,989.982,494.99100000000004,64-4
65,1,12,1,549.99,0.1,549.99,54.999,494.991,494.99100000000004,65-1
66,1,2,1,749.99,0.2,749.99,149.99800000000002,599.992,599.9920000000001,66-1
66,2,23,1,299.99,0.07,299.99,20.9993,278.9907,278.9907,66-2
66,3,12,1,549.99,0.07,549.99,38.499300000000005,511.4907,511.49069999999995,66-3
67,1,23,2,299.99,0.2,599.98,119.99600000000001,479.98400000000004,239.99200000000002,67-1
67,2,12,2,549.99,0.1,1099.98,109.998,989.982,494.99100000000004,67-2
67,3,21,1,269.99,0.2,269.99,53.998000000000005,215.99200000000002,215.99200000000002,67-3
67,4,5,2,1320.99,0.1,2641.98,264.19800000000004,2377.782,1188.891,67-4
67,5,19,1,449.0,0.2,449.0,89.80000000000001,359.2,359.20000000000005,67-5
68,1,13,2,269.99,0.07,539.98,37.79860000000001,502.1814,251.0907,68-1
68,2,17,1,429.0,0.1,429.0,42.900000000000006,386.1,386.1,68-2
69,1,22,2,269.99,0.1,539.98,53.998000000000005,485.982,242.991,69-1
69,2,5,1,1320.99,0.2,1320.99,264.19800000000004,1056.792,1056.7920000000001,69-2
69,3,10,1,1549.0,0.05,1549.0,77.45,1471.55,1471.55,69-3
70,1,3,2,999.99,0.05,1999.98,99.99900000000001,1899.981,949.9905,70-1
70,2,18,1,449.0,0.2,449.0,89.80000000000001,359.2,359.20000000000005,70-2
70,3,20,1,599.99,0.05,599.99,29.9995,569.9905,569.9905,70-3
71,1,26,2,599.99,0.05,1199.98,59.999,1139.981,569.9905,71-1
71,2,24,1,549.99,0.2,549.99,109.998,439.992,439.992,71-2
71,3,18,1,449.0,0.1,449.0,44.900000000000006,404.1,404.1,71-3
72,1,17,2,429.0,0.07,858.0,60.06,797.94,398.96999999999997,72-1
72,2,12,1,549.99,0.05,549.99,27.4995,522.4905,522.4905,72-2
72,3,13,2,269.99,0.1,539.98,53.998000000000005,485.982,242.991,72-3
73,1,22,1,269.99,0.07,269.99,18.899300000000004,251.0907,251.0907,73-1
73,2,26,2,599.99,0.05,1199.98,59.999,1139.981,569.9905,73-2
73,3,3,2,999.99,0.07,1999.98,139.9986,1859.9814000000001,929.9907,73-3
73,4,25,1,499.99,0.07,499.99,34.999300000000005,464.9907,464.9907,73-4
73,5,23,2,299.99,0.2,599.98,119.99600000000001,479.98400000000004,239.99200000000002,73-5
74,1,16,2,599.99,0.05,1199.98,59.999,1139.981,569.9905,74-1
74,2,6,1,469.99,0.07,469.99,32.899300000000004,437.0907,437.09069999999997,74-2
75,1,3,1,999.99,0.1,999.99,99.99900000000001,899.991,899.991,75-1
75,2,7,2,3999.99,0.07,7999.98,559.9986,7439.9814,3719.9906999999994,75-2
75,3,15,1,529.99,0.2,529.99,105.998,423.992,423.992,75-3
76,1,12,1,549.99,0.05,549.99,27.4995,522.4905,522.4905,76-1
76,2,11,2,1680.99,0.1,3361.98,336.19800000000004,3025.782,1512.891,76-2
76,3,5,1,1320.99,0.07,1320.99,92.4693,1228.5207,1228.5207,76-3
77,1,20,1,599.99,0.07,599.99,41.999300000000005,557.9907000000001,557.9907,77-1
77,2,24,2,549.99,0.1,1099.98,109.998,989.982,494.99100000000004,77-2
77,3,26,1,599.99,0.2,599.99,119.998,479.992,479.992,77-3
77,4,25,1,499.99,0.2,499.99,99.998,399.992,399.992,77-4
78,1,17,1,429.0,0.07,429.0,30.03,398.97,398.96999999999997,78-1
78,2,19,1,449.0,0.2,449.0,89.80000000000001,359.2,359.20000000000005,78-2
78,3,18,2,449.0,0.1,898.0,89.80000000000001,808.2,404.1,78-3
78,4,14,2,269.99,0.1,539.98,53.998000000000005,485.982,242.991,78-4
79,1,9,2,2999.99,0.1,5999.98,599.9979999999999,5399.982,2699.991,79-1
79,2,17,2,429.0,0.05,858.0,42.900000000000006,815.1,407.54999999999995,79-2
79,3,6,1,469.99,0.1,469.99,46.999,422.991,422.99100000000004,79-3
79,4,25,2,499.99,0.07,999.98,69.99860000000001,929.9814,464.9907,79-4
80,1,26,1,599.99,0.1,599.99,59.999,539.991,539.991,80-1
80,2,24,1,549.99,0.1,549.99,54.999,494.991,494.99100000000004,80-2
80,3,17,1,429.0,0.2,429.0,85.80000000000001,343.2,343.20000000000005,80-3
81,1,10,2,1549.0,0.2,3098.0,619.6,2478.4,1239.2,81-1
81,2,23,2,299.99,0.05,599.98,29.999000000000002,569.981,284.9905,81-2
81,3,25,2,499.99,0.05,999.98,49.999,949.981,474.9905,81-3
82,1,25,2,499.99,0.1,999.98,99.998,899.982,449.99100000000004,82-1
82,2,11,2,1680.99,0.2,3361.98,672.3960000000001,2689.584,1344.7920000000001,82-2
83,1,20,1,599.99,0.2,599.99,119.998,479.992,479.992,83-1
83,2,3,2,999.99,0.05,1999.98,99.99900000000001,1899.981,949.9905,83-2
84,1,23,2,299.99,0.07,599.98,41.9986,557.9814,278.9907,84-1
84,2,15,2,529.99,0.07,1059.98,74.19860000000001,985.7814,492.8907,84-2
85,1,4,2,2899.99,0.05,5799.98,289.99899999999997,5509.981,2754.9905,85-1
85,2,18,1,449.0,0.07,449.0,31.430000000000003,417.57,417.57,85-2
86,1,9,2,2999.99,0.1,5999.98,599.9979999999999,5399.982,2699.991,86-1
86,2,23,2,299.99,0.07,599.98,41.9986,557.9814,278.9907,86-2
86,3,21,2,269.99,0.2,539.98,107.99600000000001,431.98400000000004,215.99200000000002,86-3
86,4,15,1,529.99,0.1,529.99,52.999,476.991,476.99100000000004,86-4
87,1,20,2,599.99,0.2,1199.98,239.996,959.984,479.992,87-1
87,2,23,2,299.99,0.1,599.98,59.998000000000005,539.982,269.99100000000004,87-2
88,1,10,1,1549.0,0.07,1549.0,108.43,1440.57,1440.57,88-1
88,2,8,2,1799.99,0.1,3599.98,359.99800000000005,3239.982,1619.991,88-2
88,3,7,1,3999.99,0.1,3999.99,399.999,3599.991,3599.991,88-3
89,1,5,1,1320.99,0.05,1320.99,66.04950000000001,1254.9405,1254.9405,89-1
89,2,6,2,469.99,0.1,939.98,93.998,845.982,422.99100000000004,89-2
90,1,3,1,999.99,0.1,999.99,99.99900000000001,899.991,899.991,90-1
90,2,6,1,469.99,0.07,469.99,32.899300000000004,437.0907,437.09069999999997,90-2
91,1,11,1,1680.99,0.1,1680.99,168.09900000000002,1512.891,1512.891,91-1
91,2,25,1,499.99,0.05,499.99,24.9995,474.9905,474.9905,91-2
91,3,15,2,529.99,0.07,1059.98,74.19860000000001,985.7814,492.8907,91-3
91,4,13,2,269.99,0.07,539.98,37.79860000000001,502.1814,251.0907,91-4
92,1,8,1,1799.99,0.1,1799.99,179.99900000000002,1619.991,1619.991,92-1
93,1,22,2,269.99,0.07,539.98,37.79860000000001,502.1814,251.0907,93-1
93,2,17,1,429.0,0.05,429.0,21.450000000000003,407.55,407.54999999999995,93-2
93,3,21,1,269.99,0.1,269.99,26.999000000000002,242.991,242.991,93-3
93,4,2,1,749.99,0.2,749.99,149.99800000000002,599.992,599.9920000000001,93-4
93,5,10,2,1549.0,0.07,3098.0,216.86,2881.14,1440.57,93-5
94,1,12,1,549.99,0.05,549.99,27.4995,522.4905,522.4905,94-1
94,2,4,1,2899.99,0.2,2899.99,579.9979999999999,2319.9919999999997,2319.9919999999997,94-2
94,3,11,1,1680.99,0.2,1680.99,336.19800000000004,1344.792,1344.7920000000001,94-3
94,4,21,2,269.99,0.07,539.98,37.79860000000001,502.1814,251.0907,94-4
95,1,10,2,1549.0,0.2,3098.0,619.6,2478.4,1239.2,95-1
95,2,19,1,449.0,0.1,449.0,44.900000000000006,404.1,404.1,95-2
95,3,8,2,1799.99,0.2,3599.98,719.9960000000001,2879.984,1439.9920000000002,95-3
95,4,20,2,599.99,0.05,1199.98,59.999,1139.981,569.9905,95-4
96,1,26,1,599.99,0.1,599.99,59.999,539.991,539.991,96-1
96,2,23,1,299.99,0.05,299.99,14.999500000000001,284.9905,284.9905,96-2
97,1,20,2,599.99,0.2,1199.98,239.996,959.984,479.992,97-1
97,2,2,1,749.99,0.07,749.99,52.499300000000005,697.4907000000001,697.4907,97-2
97,3,6,2,469.99,0.2,939.98,187.996,751.984,375.992,97-3
97,4,19,1,449.0,0.1,449.0,44.900000000000006,404.1,404.1,97-4
98,1,19,1,449.0,0.07,449.0,31.430000000000003,417.57,417.57,98-1
98,2,21,1,269.99,0.1,269.99,26.999000000000002,242.991,242.991,98-2
98,3,2,1,749.99,0.2,749.99,149.99800000000002,599.992,599.9920000000001,98-3
98,4,22,2,269.99,0.2,539.98,107.99600000000001,431.98400000000004,215.99200000000002,98-4
99,1,13,1,269.99,0.2,269.99,53.998000000000005,215.99200000000002,215.99200000000002,99-1
99,2,21,1,269.99,0.2,269.99,53.998000000000005,215.99200000000002,215.99200000000002,99-2
99,3,25,2,499.99,0.05,999.98,49.999,949.981,474.9905,99-3
99,4,7,2,3999.99,0.07,7999.98,559.9986,7439.9814,3719.9906999999994,99-4
99,5,23,2,299.99,0.2,599.98,119.99600000000001,479.98400000000004,239.99200000000002,99-5
100,1,12,2,549.99,0.05,1099.98,54.999,1044.981,522.4905,100-1
100,2,11,2,1680.99,0.1,3361.98,336.19800000000004,3025.782,1512.891,100-2
100,3,7,2,3999.99,0.2,7999.98,1599.996,6399.9839999999995,3199.992,100-3
100,4,16,2,599.99,0.2,1199.98,239.996,959.984,479.992,100-4
100,5,24,2,549.99,0.1,1099.98,109.998,989.982,494.99100000000004,100-5
101,1,12,2,549.99,0.2,1099.98,219.996,879.984,439.992,101-1
102,1,15,1,529.99,0.05,529.99,26.4995,503.4905,503.4905,102-1
102,2,22,1,269.99,0.07,269.99,18.899300000000004,251.0907,251.0907,102-2
103,1,17,1,429.0,0.07,429.0,30.03,398.97,398.96999999999997,103-1
103,2,3,1,999.99,0.05,999.99,49.999500000000005,949.9905,949.9905,103-2
103,3,18,1,449.0,0.2,449.0,89.80000000000001,359.2,359.20000000000005,103-3
103,4,15,2,529.99,0.1,1059.98,105.998,953.982,476.99100000000004,103-4
103,5,9,2,2999.99,0.1,5999.98,599.9979999999999,5399.982,2699.991,103-5
104,1,19,2,449.0,0.1,898.0,89.80000000000001,808.2,404.1,104-1
104,2,26,1,599.99,0.05,599.99,29.9995,569.9905,569.9905,104-2
105,1,11,2,1680.99,0.2,3361.98,672.3960000000001,2689.584,1344.7920000000001,105-1
105,2,3,1,999.99,0.05,999.99,49.999500000000005,949.9905,949.9905,105-2
105,3,9,1,2999.99,0.05,2999.99,149.99949999999998,2849.9905,2849.9905,105-3
106,1,17,1,429.0,0.1,429.0,42.900000000000006,386.1,386.1,106-1
106,2,13,2,269.99,0.1,539.98,53.998000000000005,485.982,242.991,106-2
107,1,19,1,449.0,0.2,449.0,89.80000000000001,359.2,359.20000000000005,107-1
107,2,13,2,269.99,0.1,539.98,53.998000000000005,485.982,242.991,107-2
108,1,11,1,1680.99,0.1,1680.99,168.09900000000002,1512.891,1512.891,108-1
108,2,22,2,269.99,0.07,539.98,37.79860000000001,502.1814,251.0907,108-2
108,3,16,2,599.99,0.05,1199.98,59.999,1139.981,569.9905,108-3
109,1,22,2,269.99,0.1,539.98,53.998000000000005,485.982,242.991,109-1
109,2,6,1,469.99,0.07,469.99,32.899300000000004,437.0907,437.09069999999997,109-2
110,1,14,1,269.99,0.1,269.99,26.999000000000002,242.991,242.991,110-1
111,1,14,1,269.99,0.1,269.99,26.999000000000002,242.991,242.991,111-1
111,2,12,2,549.99,0.07,1099.98,76.99860000000001,1022.9814,511.49069999999995,111-2
112,1,23,2,299.99,0.2,599.98,119.99600000000001,479.98400000000004,239.99200000000002,112-1
112,2,25,2,499.99,0.07,999.98,69.99860000000001,929.9814,464.9907,112-2
